,MODEL_STANDARD_NAME,CATE_NAME,PREDICT
10780,进口捷豹jaguarxe级2.0tat三厢两驱200psr-sport运动版(201706),捷豹xe级,捷豹jaguarxe级
10794,进口福特野马saleenmustang5.0lat硬顶钛金型(201512),美国福特野马,野马saleenmu
10805,庆铃(五十铃)n系列轻型商用车nkr55elaj轻型载货汽车,庆铃n系列商用车,铃()n系列
10812,一汽奥迪a6lc8fv7201baqcg2.0t双离合quattro尊享致雅型(201901),一汽奥迪a4l,一汽奥迪a6l
10818,吉利远景jl7152c021.5lat三厢幸福版(201611),金刚,远景
10825,进口奥迪audiq53.2fsiquattro3.2l双离合运动版(200910),德国奥迪q5,audiq5
10828,北京奔驰奔驰a级bj7138kel21.3t双离合运动版(201811),北京奔驰a级,奔驰a级
10843,上汽大通sh6501a1d42.5tmt9座,大通maxus,通
10857,一汽红旗ca74604.6lat5座基本型(2002),一汽红旗旗舰,一汽红旗
10861,东南菱动dn64001.2mt标准型,东南菱利,东南菱动
10874,福田小卡之星bj1022轻型载货汽车,福田轻型货车,福田小卡之星
10875,北汽福田欧v新干线bj6100c6m客车,欧曼专用车,欧v新干线
10910,进口凯迪拉克cadillaccts2.8lat舒适版(2007),美国通用凯迪拉克cts,拉克cadilla
10948,进口奥迪audittrs2.5tcoupe双离合(201709),德国奥迪tt rs,audittrs
10949,进口奥迪audia640tfsihybrid2.0tat(201305),德国奥迪a6,audi
10950,东风多利卡eq3090g自卸汽车,东风长头系列,东风多利卡
10958,瑞风m4hfc6521a1c7v2.0lmt豪华型(201610),江淮瑞风m4,瑞风m4
11003,上汽大通v80sh6501a4d52.5tmt11座运营版(201802),上汽大通maxus v80,大通v80
11007,江淮和悦hfc7150b1.5lmt三厢标准型(200910),江淮同悦,江淮和悦
11017,林肯lincolnmkz2.0le-cvt三厢混合动力尊享版(201704),林肯mkz,林肯lincolnmk
11019,林肯lincolnmkz2.0tat三厢尊享版(201607),林肯mkz,林肯lincolnkz
11031,一汽大众探歌fv7149lcqbg1.4t双离合舒适版(201807),一汽大众蔚领,一汽大众探歌
11032,东风小霸王eq1030n14d载货汽车,东风多利卡,东风小霸王
11104,林肯大陆continental2.0tat三厢两驱尊耀版(201611),林肯mkz,大陆continental
11106,进口宝马bmw6系f06m64.4t双离合三厢(201307),德国宝马m6,宝马w6系
11107,进口宝马bmw6系f13lcim64.4t双离合硬顶(201505),德国宝马m6,宝马bmw6系
11110,进口奥迪audiq3quattro2.0t双离合40tfsi越野型(201207),德国奥迪q3,audiq3
11122,上汽通用别克君威sgm7241ata2.4lat舒适版(201003),别克gl8,君威
11129,哈飞赛马hfj71601.6lmt基本型(2002),哈飞赛豹,哈飞赛马
11213,进口捷豹jaguari-pacehse纯电动运动型多用途车(201804),捷豹i-pace级,捷豹aguari-pa
11214,进口捷豹jaguari-pace首发限量版纯电动运动型多用途车(201804),捷豹i-pace级,捷豹jaguari-pa
11219,进口奥迪audia52.0tfsisportback2.0tcvt豪华型(201005),德国奥迪a8,audia5
11227,名爵mg7nj7182ztm41.8tmt舒适版(201007),名爵mg 7,名爵mg7
11230,长安马自达3昂克赛拉cam7200bc62.0lat两厢运动型(201702),长安马自达昂克赛拉,长安马自达3昂克赛拉
11232,进口奥迪audia445tfsiallroadquattro2.0t双离合旅行时尚版(201811),德国奥迪a4,audia
11250,进口奥迪audis53.0tfsisportback3.0t双离合(201005),德国奥迪s5,audis5
11291,名爵mg3swnj7180zr1.8lcvt两厢舒适版(200806),名爵mg 3,名爵mg3s
11305,东风悦达起亚起亚kx5yqz6443te51.6l双离合15周年特别版(201710),东风悦达起亚狮跑/智跑,东风悦达起亚起亚kx5
11333,进口梅赛德斯-奔驰巴博斯s级brabus40s3.0tat三厢(201408),奔驰s级,巴博斯s级
11339,进口奥迪audia63.0tfsiallroadquattro3.0t双离合(201509),德国奥迪a6,audia6
11343,进口奥迪audisq53.0tfsiquattro3.0tat(201609),德国奥迪sq5,audisq5
11351,进口宝马bmw5系540ig303.0tat三厢m运动型(201708),德国宝马5系,进宝马
11362,进口宝马bmwx2xdrive25i2.0t双离合领先型m越野套装(201806),德国宝马x2,宝马
11378,一汽红旗红旗h7ca71831.8tat豪华型(201709),一汽红旗h7,汽红旗h7
11415,进口奥迪audis32.0tlimousine双离合(201411),德国奥迪s3,audis3
11424,克莱斯勒大捷龙pacifica3.6lcvt混合动力版(201804),克莱斯勒大捷龙grand voyager,大捷龙pacifica
11428,进口宝马bmw6系f12650i4.0tat三厢敞篷(201211),德国宝马6系,宝马w系
11431,上汽大众斯柯达明锐svw7206fjd2.0t双离合三厢rs(201009),昕锐,明锐
11440,瑞风m4hfc6521a1c7v2.0tmt舒适型(201610),江淮瑞风m5,瑞风m4
11498,保时捷porschepanamera42.9te-hybrid混合动力轿车(201805),保时捷帕纳美拉panamera新能源,保时捷pr
11533,一汽奥迪q3fv7205lbqwg2.0t双离合豪华型(201407),一汽奥迪q5,一汽奥迪q3
11551,东风雪铁龙云逸c4aircrossdc6431txab161.6tat互联网逸臻版(201809),云逸c4 aircross,云逸c4air
11564,进口丰田世纪century5.0lat,日本丰田世纪,世纪century
11590,上汽通用雪佛兰科帕奇sgm6470taac2.4lat两驱5座城市版(201610),科鲁兹,科帕奇
11591,进口捷豹jaguarxjl级3.0tat三厢四驱尊享商务版(201802),捷豹xj级,捷豹jaguarxjl级
11667,上汽通用凯迪拉克凯迪拉克xtssgm7203eaa22.0tat豪华型(201612),凯迪拉克xt5,凯迪拉克xts
11677,进口奥迪audirs5coupe4.2fsiquattro4.2l双离合(201209),德国奥迪rs5,audirs5
11694,进口奥迪audia735tfsi1.8t双离合时尚型(201708),德国奥迪a7,audi
11732,进口英菲尼迪英菲尼迪infinitiesq1.6lcvt率动版(201409),英菲尼迪esq系列,英菲尼迪infinit
11806,庆铃(五十铃)f系列重型商用车fvr34g雷达车,庆铃f系列商用,庆铃(五)f系列
11845,进口奥迪audiq745tfsiquattro3.0tatsline运动型(201709),德国奥迪q7,aui
11901,进口奥迪audis74.0tfsisportbackquattro4.0t双离合(201708),德国奥迪s8,audis7
11920,进口捷豹jaguarf-type级3.0tat四驱r-dynamic硬顶版(201804),捷豹f-type级,捷豹guarf-t
11967,进口奥迪audis84.0tfsiquattro4.0tat(201209),德国奥迪s8,audis8
11972,进口捷豹jaguari-paces纯电动运动型多用途车(201804),捷豹i-pace级,捷豹jguari-pa
11979,一汽红旗ca72212.2lmt(1996),一汽红旗ca7220,一汽红旗
11981,进口奥迪audiq340tfsiquattro2.0t双离合运动型(201207),德国奥迪q3,audi
11983,东风小康k07eq6390pf22q1.3lmt基本版,东风小康v27,东风小康k07
12042,迷你minicoopersclubman2.0tat两厢赛车控(201712),mini jcw clubman,你inicooe
12045,迷你minicooperscountryman2.0t双离合艺术家三门版(201805),mini cooper,nicoop
12046,迷你minicoopercountryman1.5t双离合经典派三门版(201805),mini cooper,ncoope
12047,迷你minicabrio1.5t双离合软顶敞篷经典派(201805),mini cabrio,你mnicabrio
12048,迷你minicabrio1.5t双离合软顶敞篷艺术家(201805),mini cabrio,迷你minicabrio
12049,雪佛兰sgm7150dmaa轿车,科鲁兹,
12053,东风日产骐达dfl7161ab1.6lmt时尚型(2005),东风日产骊威,东风日产骐达
12055,迷你minicoopercountryman1.5t双离合艺术家三门版(201805),mini cooper,iioopr
12056,迷你minicooperscountryman2.0t双离合经典派三门版(201805),mini cooper,ncooe
12057,迷你minicoopercountryman1.5t双离合赛车手三门版(201805),mini cooper,你iicoopr
12058,迷你minioneplus1.5t双离合两厢五门版(201712),mini cooper,你inionep
12059,迷你minicooperscountryman2.0t双离合赛车手三门版(201805),mini cooper,iico
12089,吉利博瑞gemr7153phev081.5t双离合耀领版(201805),博瑞ge新能源,博瑞ge
12094,东风雪铁龙云逸c4aircrossdc6431txab121.2tat逸尚版(201809),云逸c4 aircross,云逸c4ai
12108,mg名爵名爵ezscsa7001ubev1纯电动e-base版(201903),名爵mg ezs,名爵ez
12124,名爵mghscsa6463ndmn1.5tmt两驱都市版(201809),名爵mg hs,mghs
12126,进口奥迪audia755tfsiquattro3.0t双离合竞技版(201812),德国奥迪a7,奥迪au
12153,东风小康风光dxk6460af1.5lmt7座基本型,风光360,风光
12160,东风小康风光370dxk6460af21.5lmt7座精英居家版(201511),风光360,风光370
12174,一汽马自达ca7202at轿车,一汽马自达6,一汽马自达
12177,迷你minicoopercountryman1.5t双离合赛车手五门版(201805),mini cooper,icope
12178,迷你minicoopercountryman1.5t双离合经典派五门版(201805),mini cooper,ncoop
12179,迷你minicooperscountryman2.0t双离合经典派五门版(201805),mini cooper,icop
12180,迷你minicooperscountryman2.0t双离合赛车手五门版(201805),mini cooper,迷你icoop
12181,迷你minicooperscountryman2.0t双离合艺术家五门版(201805),mini cooper,noo
12183,进口雪铁龙citroengrandc4picasso1.6tat豪华型7座(201507),标致雪铁龙c4,citroengr
12215,进口捷豹jaguarf-type级5.0tat四驱svr硬顶版(201804),捷豹f-type级,捷豹jguarf-t
12226,进口宝马bmw2系m23.0t双离合硬顶雷霆版(201710),德国宝马m2,宝马bmw2系
12248,进口宝马bmw6系f12650i3.0tatxdrive敞篷(201511),德国宝马6系,宝马mw6系
12284,克莱斯勒chrysler300c3.6lat尊崇版(201512),克莱斯勒300c,克莱斯勒chrysle
12287,克莱斯勒chrysler大捷龙grandvoyager3.6lat舒适版(201410),克莱斯勒大捷龙grand voyager,克莱斯勒chrysler大捷
12293,克莱斯勒chrysler大捷龙grandvoyager3.6lat豪华版(201211),克莱斯勒大捷龙grand voyager,克莱斯勒chrysler大捷龙
12294,广汽乘用车传祺gs5gah6470d2m6a1.5tat精英版(201810),传祺ga5,传祺gs5
12295,雷克萨斯es系lexuses2602.5lat卓越版(201807),雷克萨斯gs系,雷克萨斯es系
12302,进口奥迪audiq745tfsiquattro3.0tat尊贵型(201512),德国奥迪q7,audi
12304,进口奥迪audiq755e-tronquattro2.0tat(201811),德国奥迪q7,奥audi
12323,东南东南dx3evdn7007hbevs3纯电动豪华版(201803),东南dx3新能源,东南dx3ev
12337,长安福特蒙迪欧caf7153a51.5tat时尚型(201804),福克斯,蒙迪欧
12339,吉利帝豪hq7002bev35纯电动进取型(201803),帝豪ev,帝豪
12342,吉利帝豪帝豪glhq7142c051.4tcvt精英智享版(201812),远景,帝豪gl
12343,北汽新能源ex5bj7001u5e2-bev纯电动悦风版(201901),ex系列,ex5
12365,一汽红旗红旗hs5ca6471t2.0tat四驱智联旗领版(201905),一汽红旗hs5,一汽红旗红旗hs5
12366,一汽红旗红旗hs5ca6471t2.0tat四驱智联旗享版(201905),一汽红旗hs5,汽旗红旗hs5
12371,一汽红旗红旗h5ca7188ate6tg11.8tat灵动版(201905),一汽红旗h5,汽红旗红旗h5
12373,一汽红旗红旗h5ca7188ate6tg11.8tat智联灵动版(201905),一汽红旗h5,一汽红旗h5
12386,东南v5菱致dn7156m5ts21.5tmtplus智控型(201503),东南菱致,东南v5致
12413,奇瑞威麟h5sqr65402.0tmt豪华型(201003),威麟h系列,威麟h5
12431,吉利星越mr6463d031.5t双离合探星者(201905),博越,星越
12438,保时捷凯门cayman7182.5t双离合硬顶s(201604),保时捷迈凯macan,保时捷凯门cayman
